,ids
103653,664026
103654,598492
103655,893399
103656,565726
103657,1024471
103658,565720
103659,565732
103660,631269
103661,598502
103662,1057255
103663,1090023
103664,500201
103665,598507
103666,565740
103667,565739
103668,827886
103669,565743
103670,696815
103671,729588
103672,1155575
103673,631290
103674,827898
103675,631292
103676,827901
103677,631295
103678,696833
103679,795138
103680,729603
103681,631297
103682,991752
103683,1122827
103684,533004
103685,631308
103686,860686
103687,795154
103688,860695
103689,926232
103690,729624
103691,631322
103692,598554
103693,762395
103694,991774
103695,696865
103696,598563
103697,631331
103698,369196
103699,631344
103700,860721
103701,795190
103702,598586
103703,598588
103704,631358
103705,631364
103706,827978
103707,729674
103708,565840
103709,598619
103710,860763
103711,860765
103712,1090142
103713,860766
103714,729694
103715,664159
103716,664162
103717,631402
103718,631403
103719,631404
103720,828013
103721,664171
103722,795248
103723,631409
103724,631408
103725,664181
103726,631414
103727,664183
103728,631417
103729,729723
103730,631420
103731,664187
103732,664190
103733,795263
103734,664193
103735,959106
103736,631427
103737,631428
103738,729733
103739,664195
103740,729735
103741,631435
103742,729740
103743,893581
103744,664210
103745,926354
103746,631449
103747,696990
103748,631457
103749,1155749
103750,631465
103751,1090228
103752,893623
103753,1090235
103754,860859
103755,893627
103756,1090237
103757,598724
103758,1024710
103759,860872
103760,697032
103761,1024720
103762,893665
103763,729832
103764,631531
103765,533232
103766,762609
103767,762608
103768,926451
103769,926452
103770,697077
103771,729849
103772,697083
103773,566011
103774,664319
103775,598784
103776,664323
103777,795396
103778,1188619
103779,729869
103780,664336
103781,926482
103782,598805
103783,631577
103784,697118
103785,697121
103786,664355
103787,533285
103788,598822
103789,664361
103790,762666
103791,1188651
103792,992044
103793,566061
103794,828201
103795,598831
103796,566063
103797,697138
103798,598834
103799,729911
103800,893759
103801,664383
103802,631617
103803,1188673
103804,1024834
103805,893766
103806,893774
103807,729935
103808,631638
103809,828248
103810,926557
103811,1123169
103812,1188706
103813,1188707
103814,664420
103815,664421
103816,1024865
103817,926565
103818,664428
103819,631666
103820,959349
103821,959353
103822,664443
103823,795516
103824,631686
103825,861063
103826,631689
103827,992139
103828,631691
103829,631698
103830,631701
103831,369560
103832,631705
103833,664474
103834,631714
103835,631717
103836,992166
103837,828330
103838,1123243
103839,1123246
103840,1123248
103841,500656
103842,1123251
103843,1123252
103844,631738
103845,500667
103846,598974
103847,631743
103848,1123262
103849,893888
103850,566212
103851,664516
103852,533444
103853,566216
103854,500682
103855,566219
103856,598988
103857,566220
103858,631758
103859,566222
103860,500688
103861,664527
103862,1156050
103863,631763
103864,566228
103865,697301
103866,566227
103867,664530
103868,828375
103869,795606
103870,631770
103871,566235
103872,566236
103873,566237
103874,762846
103875,697311
103876,795616
103877,631777
103878,631771
103879,861157
103880,762855
103881,861162
103882,697324
103883,631789
103884,959470
103885,631790
103886,631795
103887,664565
103888,631799
103889,631800
103890,861177
103891,664571
103892,1188859
103893,762877
103894,1156094
103895,697342
103896,828417
103897,861187
103898,631818
103899,926734
103900,730141
103901,1090591
103902,795681
103903,664610
103904,697381
103905,1156134
103906,631845
103907,631846
103908,631849
103909,697386
103910,631865
103911,631866
103912,631870
103913,894015
103914,697407
103915,795715
103916,795717
103917,599113
103918,730189
103919,631886
103920,795726
103921,631888
103922,795731
103923,631893
103924,664664
103925,566362
103926,795739
103927,795741
103928,566366
103929,566368
103930,795747
103931,795750
103932,664679
103933,631912
103934,828518
103935,795754
103936,631915
103937,664681
103938,730225
103939,631922
103940,1123443
103941,500852
103942,795764
103943,730227
103944,664694
103945,631928
103946,795768
103947,795770
103948,500860
103949,730237
103950,1156220
103951,795776
103952,763010
103953,1025154
103954,631938
103955,763015
103956,631945
103957,533642
103958,664715
103959,894090
103960,828559
103961,631951
103962,763024
103963,730255
103964,795796
103965,631960
103966,1025177
103967,631964
103968,631965
103969,763037
103970,599199
103971,500893
103972,631967
103973,1189021
103974,500899
103975,500904
103976,631983
103977,992433
103978,1057970
103979,664754
103980,631988
103981,763061
103982,500916
103983,795827
103984,631985
103985,1123513
103986,631994
103987,631995
103988,631992
103989,500922
103990,1025214
103991,763071
103992,926912
103993,828608
103994,632000
103995,632001
103996,763076
103997,632005
103998,1156297
103999,632010
104000,1090763
104001,599243
104002,632014
104003,1123535
104004,632015
104005,632018
104006,763092
104007,632023
104008,632028
104009,926941
104010,1123548
104011,795873
104012,632037
104013,632040
104014,959725
104015,1090799
104016,566512
104017,959730
104018,632052
104019,992506
104020,894202
104021,894207
104022,468224
104023,599296
104024,795910
104025,599308
104026,632076
104027,632077
104028,632079
104029,599314
104030,599320
104031,599321
104032,763161
104033,795935
104034,632098
104035,632099
104036,1025316
104037,1025324
104038,599346
104039,664891
104040,664893
104041,599362
104042,664898
104043,795972
104044,763204
104045,795970
104046,697671
104047,1123650
104048,632138
104049,664907
104050,632139
104051,927055
104052,599379
104053,828755
104054,599381
104055,1189203
104056,632149
104057,632153
104058,566621
104059,730462
104060,1025378
104061,599396
104062,697701
104063,599398
104064,599399
104065,697704
104066,664933
104067,599402
104068,632172
104069,697709
104070,566639
104071,861552
104072,468339
104073,1189238
104074,1189240
104075,697721
104076,632191
104077,927104
104078,632204
104079,632205
104080,632206
104081,599439
104082,992659
104083,566675
104084,959893
104085,861592
104086,730527
104087,632223
104088,763297
104089,828833
104090,664994
104091,632225
104092,730533
104093,763305
104094,501170
104095,796082
104096,730548
104097,697782
104098,763320
104099,632248
104100,632250
104101,1058235
104102,599484
104103,632254
104104,599490
104105,599491
104106,599493
104107,632262
104108,665035
104109,599501
104110,599502
104111,632270
104112,796111
104113,599506
104114,599507
104115,599510
104116,599514
104117,632283
104118,566749
104119,763358
104120,632287
104121,665056
104122,533985
104123,632290
104124,796134
104125,763367
104126,796135
104127,730601
104128,796138
104129,796139
104130,796140
104131,1091053
104132,763372
104133,992751
104134,763377
104135,632305
104136,665074
104137,632307
104138,796145
104139,632310
104140,599543
104141,632312
104142,992763
104143,632317
104144,665087
104145,992768
104146,992769
104147,730627
104148,632324
104149,632326
104150,632330
104151,632331
104152,632332
104153,632333
104154,632334
104155,665104
104156,632337
104157,730644
104158,861716
104159,665110
104160,1123865
104161,763424
104162,665121
104163,960034
104164,665122
104165,599588
104166,665120
104167,730663
104168,697896
104169,796206
104170,763439
104171,632367
104172,828980
104173,730676
104174,599604
104175,894520
104176,796216
104177,894523
104178,665147
104179,763455
104180,1189444
104181,763460
104182,1058373
104183,763463
104184,1189448
104185,665162
104186,992845
104187,304717
104188,599637
104189,697941
104190,697947
104191,1058396
104192,599647
104193,1189471
104194,633703
104195,599652
104196,1025637
104197,796264
104198,1025641
104199,829040
104200,665202
104201,697971
104202,632436
104203,1156730
104204,1156733
104205,861829
104206,894600
104207,861833
104208,599691
104209,861837
104210,632461
104211,665232
104212,599697
104213,665233
104214,501395
104215,632468
104216,829079
104217,960153
104218,927385
104219,599707
104220,599708
104221,698013
104222,992926
104223,1025694
104224,861856
104225,894624
104226,698012
104227,632482
104228,730788
104229,632486
104230,632487
104231,599724
104232,599725
104233,632494
104234,632492
104235,632496
104236,632493
104237,632498
104238,861876
104239,992950
104240,861880
104241,501433
104242,599738
104243,599740
104244,632509
104245,894655
104246,599744
104247,599745
104248,1091268
104249,861893
104250,1058504
104251,861896
104252,992970
104253,1058508
104254,632524
104255,632529
104256,1058514
104257,927443
104258,599762
104259,632533
104260,632530
104261,698069
104262,632536
104263,632531
104264,632540
104265,632541
104266,665311
104267,599776
104268,599777
104269,763616
104270,861919
104271,632543
104272,599781
104273,992998
104274,763622
104275,724912
104276,763631
104277,993008
104278,927472
104279,534259
104280,960245
104281,698102
104282,501495
104283,632567
104284,632570
104285,567035
104286,665340
104287,927485
104288,861952
104289,698113
104290,435968
104291,567044
104292,861962
104293,861963
104294,927500
104295,614199
104296,894734
104297,632590
104298,599826
104299,763671
104300,632602
104301,698146
104302,763684
104303,614204
104304,632616
104305,614205
104306,534319
104307,632627
104308,763700
104309,567093
104310,599862
104311,614209
104312,599878
104313,501577
104314,796492
104315,763725
104316,468816
104317,763729
104318,436053
104319,599896
104320,763737
104321,894808
104322,403300
104323,730980
104324,1124202
104325,632684
104326,632691
104327,599928
104328,731001
104329,632698
104330,731004
104331,665469
104332,731006
104333,829309
104334,632701
104335,1025922
104336,632707
104337,599940
104338,763784
104339,862090
104340,763787
104341,632717
104342,599950
104343,763790
104344,501648
104345,599953
104346,1058702
104347,632718
104348,599959
104349,632728
104350,796570
104351,599962
104352,698271
104353,599973
104354,599975
104355,665513
104356,599978
104357,567212
104358,829357
104359,1189806
104360,665518
104361,763825
104362,1091507
104363,698292
104364,796599
104365,272311
104366,731066
104367,567227
104368,632763
104369,731070
104370,731072
104371,632768
104372,731074
104373,731078
104374,632775
104375,600008
104376,600014
104377,894928
104378,665558
104379,600026
104380,534490
104381,632797
104382,632798
104383,665566
104384,600031
104385,665572
104386,600038
104387,665575
104388,501739
104389,600045
104390,600048
104391,665586
104392,894965
104393,862198
104394,796671
104395,632834
104396,468996
104397,763911
104398,600077
104399,632845
104400,600080
104401,632849
104402,796690
104403,632852
104404,796694
104405,698390
104406,927767
104407,1157159
104408,993321
104409,632873
104410,600109
104411,1189934
104412,632887
104413,1091645
104414,796733
104415,632895
104416,600135
104417,796750
104418,829523
104419,960601
104420,993372
104421,960609
104422,698466
104423,927843
104424,796772
104425,665702
104426,600170
104427,764012
104428,600173
104429,665710
104430,632942
104431,698479
104432,567409
104433,1058930
104434,764019
104435,632948
104436,1058933
104437,632950
104438,1026167
104439,632953
104440,567418
104441,731257
104442,829562
104443,632954
104444,600191
104445,632961
104446,632963
104447,829573
104448,632966
104449,796807
104450,698506
104451,632971
104452,600204
104453,796813
104454,600206
104455,632975
104456,600209
104457,632977
104458,632979
104459,469140
104460,895121
104461,501907
104462,632982
104463,1190042
104464,600219
104465,1058970
104466,1058972
104467,796830
104468,632993
104469,829603
104470,633000
104471,633003
104472,764080
104473,731313
104474,764085
104475,829622
104476,796855
104477,665782
104478,600249
104479,829625
104480,764091
104481,665788
104482,600256
104483,665797
104484,665799
104485,665800
104486,731339
104487,600267
104488,665805
104489,862414
104490,665807
104491,600274
104492,665811
104493,633044
104494,633043
104495,665814
104496,501974
104497,665816
104498,633049
104499,665818
104500,665819
104501,501977
104502,665821
104503,665822
104504,600285
104505,862425
104506,1157346
104507,764131
104508,600291
104509,567525
104510,731366
104511,731364
104512,501989
104513,993514
104514,633067
104515,764139
104516,600302
104517,993523
104518,731380
104519,764151
104520,731383
104521,764154
104522,665851
104523,1124606
104524,731391
104525,633088
104526,698625
104527,698626
104528,1157378
104529,731396
104530,960772
104531,665861
104532,731399
104533,731398
104534,665867
104535,633102
104536,633106
104537,731412
104538,698647
104539,829720
104540,633113
104541,895259
104542,600348
104543,764188
104544,731420
104545,633117
104546,633120
104547,665898
104548,1190187
104549,567598
104550,698671
104551,1026352
104552,993587
104553,633140
104554,993590
104555,567609
104556,698684
104557,1124671
104558,1124674
104559,829763
104560,698695
104561,796999
104562,633159
104563,829772
104564,829775
104565,698705
104566,698707
104567,633173
104568,928087
104569,1190233
104570,633180
104571,1190237
104572,698718
104573,960863
104574,1091935
104575,1190238
104576,633193
104577,665964
104578,698737
104579,600434
104580,928114
104581,993651
104582,502134
104583,1157495
104584,797048
104585,600441
104586,928122
104587,633217
104588,829828
104589,502149
104590,928133
104591,371083
104592,764309
104593,731543
104594,633241
104595,764314
104596,534940
104597,502173
104598,633248
104599,764325
104600,600485
104601,895399
104602,764331
104603,600492
104604,633261
104605,502190
104606,633267
104607,633269
104608,567733
104609,633271
104610,633272
104611,993717
104612,567738
104613,633274
104614,633277
104615,600510
104616,600511
104617,633281
104618,993730
104619,600515
104620,633282
104621,633287
104622,764360
104623,633288
104624,633289
104625,1157579
104626,633291
104627,666061
104628,633294
104629,1059277
104630,633296
104631,633299
104632,633300
104633,600533
104634,666073
104635,633306
104636,633315
104637,895459
104638,731622
104639,600551
104640,633319
104641,862697
104642,862698
104643,895466
104644,862700
104645,600559
104646,862704
104647,633330
104648,862707
104649,633334
104650,633337
104651,633338
104652,633340
104653,1059325
104654,1059326
104655,633343
104656,633344
104657,666114
104658,633348
104659,567814
104660,862726
104661,633352
104662,600585
104663,633350
104664,633351
104665,666124
104666,881380
104667,698894
104668,633356
104669,633360
104670,961040
104671,633358
104672,502292
104673,633364
104674,633367
104675,633368
104676,633369
104677,895515
104678,666139
104679,633373
104680,1190430
104681,633375
104682,829984
104683,633377
104684,633376
104685,961061
104686,666153
104687,633386
104688,633387
104689,633388
104690,633389
104691,633392
104692,633393
104693,567860
104694,633396
104695,895544
104696,535096
104697,633402
104698,797242
104699,600633
104700,928312
104701,633401
104702,633405
104703,764480
104704,633403
104705,1026626
104706,633410
104707,633404
104708,764486
104709,1026631
104710,666189
104711,600656
104712,633426
104713,633427
104714,1157716
104715,567892
104716,830038
104717,633431
104718,633432
104719,567897
104720,633430
104721,633437
104722,633438
104723,1026654
104724,666208
104725,633440
104726,830049
104727,600675
104728,1157726
104729,698981
104730,1157734
104731,666222
104732,731761
104733,666225
104734,666227
104735,666228
104736,567924
104737,666230
104738,993906
104739,600703
104740,731776
104741,567939
104742,830084
104743,1124997
104744,600713
104745,731787
104746,600717
104747,600718
104748,666256
104749,600720
104750,600722
104751,502416
104752,633489
104753,797337
104754,600730
104755,567966
104756,600734
104757,567969
104758,600741
104759,731816
104760,699049
104761,633513
104762,633517
104763,731823
104764,600751
104765,699055
104766,535217
104767,731824
104768,666293
104769,731832
104770,830138
104771,731835
104772,731837
104773,1092286
104774,731842
104775,600770
104776,502469
104777,895686
104778,633545
104779,764619
104780,633547
104781,666321
104782,961235
104783,666326
104784,633559
104785,1059550
104786,633567
104787,535265
104788,633570
104789,699108
104790,797425
104791,535292
104792,600836
104793,830216
104794,535308
104795,830221
104796,731918
104797,731922
104798,1125142
104799,731927
104800,928536
104801,600857
104802,797463
104803,600859
104804,1157916
104805,568091
104806,928543
104807,731935
104808,1157922
104809,1125154
104810,1125156
104811,1190692
104812,764711
104813,764712
104814,863022
104815,764721
104816,830262
104817,600886
104818,600892
104819,830269
104820,633661
104821,633660
104822,830275
104823,1157956
104824,830277
104825,666438
104826,1059655
104827,863050
104828,633677
104829,568143
104830,1026897
104831,633682
104832,633685
104833,633686
104834,633687
104835,568152
104836,633688
104837,633690
104838,633691
104839,633689
104840,633693
104841,633694
104842,830303
104843,633695
104844,600932
104845,633701
104846,666470
104847,600935
104848,633704
104849,1190760
104850,600938
104851,600939
104852,895852
104853,1125229
104854,633709
104855,633710
104856,633707
104857,633713
104858,797553
104859,1158003
104860,633708
104861,633717
104862,535415
104863,666487
104864,633720
104865,633722
104866,699259
104867,895871
104868,895873
104869,600961
104870,600963
104871,633731
104872,699267
104873,732038
104874,633735
104875,797575
104876,764811
104877,633740
104878,633744
104879,764817
104880,830353
104881,633747
104882,633748
104883,633751
104884,633755
104885,633756
104886,633757
104887,764830
104888,633761
104889,994210
104890,633764
104891,666532
104892,633768
104893,633771
104894,633772
104895,764849
104896,633778
104897,1026995
104898,633786
104899,601025
104900,895938
104901,666561
104902,568262
104903,627465
104904,1027019
104905,627466
104906,699341
104907,895951
104908,601042
104909,633814
104910,699354
104911,732126
104912,666592
104913,633835
104914,764915
104915,568308
104916,633845
104917,601075
104918,797688
104919,535544
104920,601083
104921,666625
104922,699393
104923,699396
104924,633861
104925,568326
104926,699398
104927,633864
104928,896010
104929,601099
104930,896012
104931,797707
104932,502800
104933,633873
104934,764947
104935,502805
104936,338967
104937,568343
104938,568344
104939,732186
104940,535581
104941,732189
104942,830498
104943,568358
104944,568360
104945,601131
104946,732211
104947,633907
104948,928823
104949,568376
104950,732217
104951,732218
104952,535610
104953,601147
104954,633917
104955,620976
104956,633920
104957,863297
104958,633921
104959,764997
104960,633927
104961,666696
104962,961609
104963,633928
104964,633932
104965,633934
104966,633935
104967,732240
104968,601169
104969,732241
104970,1125462
104971,633948
104972,601182
104973,633950
104974,1125470
104975,633953
104976,797793
104977,633955
104978,633956
104979,633952
104980,633958
104981,797799
104982,633960
104983,863335
104984,601197
104985,732269
104986,1125487
104987,633968
104988,666738
104989,633971
104990,601204
104991,633973
104992,633972
104993,633975
104994,633970
104995,633977
104996,732286
104997,633982
104998,601218
104999,666754
105000,699522
105001,568453
105002,797832
105003,633999
105004,666767
105005,863376
105006,634002
105007,634004
105008,634005
105009,634006
105010,666772
105011,634008
105012,666777
105013,896153
105014,634014
105015,634016
105016,732321
105017,666786
105018,634019
105019,699556
105020,634021
105021,634022
105022,666791
105023,634024
105024,797865
105025,634026
105026,634025
105027,634028
105028,634029
105029,699561
105030,830634
105031,634032
105032,634033
105033,601262
105034,634036
105035,634037
105036,634038
105037,601271
105038,666811
105039,765116
105040,601277
105041,634045
105042,601280
105043,601281
105044,601282
105045,732355
105046,863426
105047,1092809
105048,732365
105049,732366
105050,666834
105051,666836
105052,830683
105053,601313
105054,699619
105055,765158
105056,699622
105057,732394
105058,666859
105059,797934
105060,666863
105061,765168
105062,732403
105063,929014
105064,765174
105065,994558
105066,1092868
105067,797957
105068,666886
105069,765190
105070,1092872
105071,634119
105072,797958
105073,732432
105074,830742
105075,666903
105076,929051
105077,634147
105078,1060132
105079,535845
105080,896294
105081,1060137
105082,666923
105083,929067
105084,1027378
105085,666931
105086,732468
105087,666933
105088,634165
105089,699706
105090,798014
105091,732479
105092,634175
105093,1060158
105094,732483
105095,601412
105096,699716
105097,929094
105098,699719
105099,699721
105100,699722
105101,699723
105102,699724
105103,699725
105104,699726
105105,601423
105106,666960
105107,732489
105108,634194
105109,621030
105110,732500
105111,1092949
105112,503125
105113,732504
105114,765272
105115,732505
105116,732507
105117,732509
105118,634205
105119,732513
105120,601446
105121,732519
105122,1158505
105123,666986
105124,634219
105125,732524
105126,601452
105127,601453
105128,830827
105129,732528
105130,634217
105131,621037
105132,634227
105133,765300
105134,929141
105135,732534
105136,765303
105137,568693
105138,601465
105139,437626
105140,765305
105141,667002
105142,621039
105143,621038
105144,830838
105145,601472
105146,601473
105147,1125761
105148,634245
105149,830858
105150,634254
105151,732561
105152,765330
105153,830869
105154,634261
105155,1060247
105156,634264
105157,634266
105158,601503
105159,732576
105160,732578
105161,667043
105162,601508
105163,601510
105164,503207
105165,994727
105166,765353
105167,765350
105168,634279
105169,601516
105170,601520
105171,765365
105172,863670
105173,830903
105174,601529
105175,765373
105176,634305
105177,339395
105178,601539
105179,765384
105180,1027530
105181,601548
105182,929228
105183,765388
105184,1125839
105185,667087
105186,765392
105187,1158613
105188,503257
105189,765402
105190,732633
105191,765404
105192,896477
105193,601567
105194,634336
105195,863714
105196,732644
105197,765412
105198,1125861
105199,732649
105200,798187
105201,765422
105202,830961
105203,994802
105204,634356
105205,1060340
105206,1158651
105207,699903
105208,601600
105209,732671
105210,830978
105211,699909
105212,830982
105213,732679
105214,798217
105215,601609
105216,634383
105217,634384
105218,601620
105219,601621
105220,601623
105221,994845
105222,1093152
105223,863781
105224,1060390
105225,634407
105226,732712
105227,1027625
105228,634409
105229,1125932
105230,601656
105231,1060408
105232,1027642
105233,1060410
105234,1060413
105235,536127
105236,732736
105237,1027647
105238,863812
105239,667208
105240,667211
105241,568908
105242,699979
105243,601678
105244,798287
105245,634447
105246,634450
105247,634452
105248,667224
105249,667226
105250,1060443
105251,1027677
105252,634462
105253,929378
105254,634466
105255,601701
105256,634469
105257,601703
105258,601708
105259,863852
105260,634479
105261,536176
105262,798321
105263,601714
105264,1060467
105265,798324
105266,536181
105267,700024
105268,1126010
105269,601722
105270,634494
105271,568964
105272,601733
105273,1060488
105274,634505
105275,1060490
105276,700043
105277,634508
105278,634509
105279,700045
105280,863882
105281,667280
105282,634512
105283,601745
105284,601744
105285,732812
105286,634517
105287,601751
105288,1126039
105289,568987
105290,634524
105291,732828
105292,732827
105293,732833
105294,667297
105295,765604
105296,601766
105297,568998
105298,896682
105299,667307
105300,569004
105301,634541
105302,798382
105303,667311
105304,732850
105305,732852
105306,569012
105307,634550
105308,667316
105309,667321
105310,405177
105311,601788
105312,667325
105313,667326
105314,667327
105315,667328
105316,667324
105317,667333
105318,667336
105319,732872
105320,700106
105321,634571
105322,634572
105323,634573
105324,634574
105325,732879
105326,700111
105327,601809
105328,634578
105329,732883
105330,634576
105331,667348
105332,601814
105333,732887
105334,732880
105335,634585
105336,634587
105337,634588
105338,962277
105339,1060587
105340,601835
105341,601837
105342,765679
105343,601841
105344,765683
105345,929525
105346,732919
105347,1191672
105348,601849
105349,765691
105350,601853
105351,1126142
105352,667390
105353,667389
105354,732926
105355,765700
105356,962317
105357,864013
105358,634639
105359,667408
105360,634648
105361,667424
105362,634656
105363,864038
105364,995115
105365,732974
105366,929585
105367,765745
105368,1126196
105369,667447
105370,1158971
105371,1060669
105372,1060671
105373,536396
105374,765773
105375,1126225
105376,601938
105377,634707
105378,601940
105379,1159001
105380,667482
105381,667483
105382,777444
105383,896868
105384,765797
105385,667498
105386,995179
105387,667500
105388,667502
105389,765808
105390,470897
105391,569202
105392,536434
105393,634737
105394,667510
105395,634743
105396,667512
105397,634747
105398,798588
105399,765823
105400,634751
105401,634752
105402,634754
105403,634755
105404,765828
105405,700293
105406,634759
105407,634760
105408,733065
105409,700298
105410,667530
105411,634764
105412,634765
105413,634763
105414,634767
105415,667536
105416,634769
105417,798610
105418,634771
105419,634772
105420,634775
105421,962456
105422,503706
105423,1159076
105424,962473
105425,634799
105426,733106
105427,660229
105428,733110
105429,733114
105430,700348
105431,503742
105432,634815
105433,634816
105434,660232
105435,536517
105436,602054
105437,634828
105438,733133
105439,634831
105440,503761
105441,831442
105442,1060818
105443,1060820
105444,1060821
105445,1093590
105446,569305
105447,831454
105448,929762
105449,634854
105450,700394
105451,667627
105452,798708
105453,700409
105454,667643
105455,602109
105456,634878
105457,831489
105458,1126404
105459,1191943
105460,995338
105461,733196
105462,536589
105463,667664
105464,667665
105465,733200
105466,765968
105467,634901
105468,929815
105469,634904
105470,733218
105471,614661
105472,667684
105473,733221
105474,733222
105475,1060901
105476,962600
105477,765989
105478,733227
105479,602158
105480,602164
105481,602165
105482,634934
105483,733240
105484,766009
105485,733246
105486,634943
105487,733247
105488,634950
105489,634951
105490,995403
105491,77900
105492,602189
105493,634957
105494,634961
105495,1060946
105496,602195
105497,995413
105498,602198
105499,733273
105500,831577
105501,929885
105502,667747
105503,700516
105504,602214
105505,634986
105506,634988
105507,634989
105508,634991
105509,503919
105510,634999
105511,602231
105512,635000
105513,1060986
105514,700544
105515,831617
105516,635011
105517,340104
105518,733324
105519,569486
105520,602261
105521,1061021
105522,700575
105523,667813
105524,635046
105525,536743
105526,700584
105527,602281
105528,831656
105529,667819
105530,667824
105531,798897
105532,635058
105533,831664
105534,667829
105535,602297
105536,733370
105537,864447
105538,667840
105539,635074
105540,635075
105541,569540
105542,602307
105543,602310
105544,602313
105545,700617
105546,733390
105547,995536
105548,635088
105549,471248
105550,831700
105551,864470
105552,1192152
105553,602332
105554,635100
105555,569566
105556,635103
105557,569571
105558,1126631
105559,635116
105560,733431
105561,1159415
105562,930043
105563,897276
105564,1192190
105565,635138
105566,733443
105567,766211
105568,635142
105569,602375
105570,733451
105571,1061134
105572,602383
105573,700686
105574,733457
105575,733459
105576,962836
105577,733460
105578,766231
105579,1159448
105580,602392
105581,602394
105582,733467
105583,733472
105584,1028384
105585,733474
105586,733473
105587,536869
105588,831784
105589,766250
105590,602411
105591,340268
105592,733487
105593,635184
105594,602419
105595,733493
105596,635197
105597,700740
105598,799048
105599,569679
105600,733520
105601,1159504
105602,733524
105603,733526
105604,700759
105605,831834
105606,700766
105607,635231
105608,667999
105609,700770
105610,668005
105611,930153
105612,536938
105613,635242
105614,995694
105615,668015
105616,897391
105617,700782
105618,930161
105619,1028467
105620,602484
105621,995703
105622,799095
105623,569719
105624,438650
105625,569723
105626,799097
105627,668027
105628,602494
105629,602495
105630,1159547
105631,1094017
105632,686373
105633,668035
105634,635270
105635,831880
105636,635275
105637,733580
105638,635279
105639,733588
105640,536981
105641,635284
105642,635287
105643,995742
105644,733602
105645,602541
105646,569774
105647,897454
105648,1028529
105649,766390
105650,831927
105651,668086
105652,504251
105653,635324
105654,897472
105655,766401
105656,602561
105657,602564
105658,897477
105659,897480
105660,668107
105661,1094092
105662,831949
105663,569805
105664,995788
105665,995795
105666,635348
105667,1061338
105668,635355
105669,537055
105670,602592
105671,537056
105672,537059
105673,766435
105674,537061
105675,733672
105676,1126892
105677,700910
105678,668144
105679,602609
105680,602615
105681,1126909
105682,963071
105683,602624
105684,733697
105685,766473
105686,1028619
105687,1028621
105688,635405
105689,569872
105690,1126931
105691,569876
105692,635413
105693,668181
105694,668186
105695,668190
105696,569891
105697,766500
105698,766505
105699,614765
105700,668206
105701,635442
105702,537140
105703,635446
105704,766521
105705,733753
105706,635459
105707,1192517
105708,635462
105709,766542
105710,602703
105711,602706
105712,602707
105713,635480
105714,799322
105715,635489
105716,701029
105717,635497
105718,1159786
105719,602731
105720,602732
105721,668268
105722,635498
105723,569973
105724,635510
105725,537209
105726,602747
105727,569980
105728,832125
105729,799358
105730,963199
105731,602752
105732,799359
105733,1094276
105734,995975
105735,602760
105736,995976
105737,701067
105738,1094287
105739,832145
105740,1094291
105741,602774
105742,602775
105743,701080
105744,602778
105745,602783
105746,635554
105747,963236
105748,668329
105749,766638
105750,1094324
105751,832182
105752,602809
105753,635579
105754,897724
105755,668347
105756,668354
105757,701127
105758,602825
105759,733905
105760,668374
105761,733914
105762,1028829
105763,701154
105764,602859
105765,832237
105766,668398
105767,504562
105768,799480
105769,733944
105770,1159936
105771,570113
105772,635650
105773,1061635
105774,504585
105775,635658
105776,602890
105777,635660
105778,733965
105779,668431
105780,897809
105781,570130
105782,439059
105783,668439
105784,635673
105785,635674
105786,668442
105787,799517
105788,504608
105789,897826
105790,635683
105791,635688
105792,734001
105793,471859
105794,635700
105795,701236
105796,504631
105797,1061688
105798,635710
105799,373571
105800,635718
105801,766791
105802,996168
105803,570186
105804,1028939
105805,570189
105806,570190
105807,635726
105808,570192
105809,570193
105810,602962
105811,734035
105812,602966
105813,635737
105814,602970
105815,701275
105816,897884
105817,668509
105818,1028954
105819,635744
105820,668514
105821,1127271
105822,897896
105823,701288
105824,766826
105825,668526
105826,602992
105827,602998
105828,799608
105829,635769
105830,635772
105831,668542
105832,766847
105833,668544
105834,635776
105835,668543
105836,603011
105837,537476
105838,1192839
105839,603015
105840,766855
105841,668559
105842,635792
105843,635793
105844,537488
105845,635795
105846,832404
105847,668565
105848,1127318
105849,635794
105850,635811
105851,635817
105852,603054
105853,603055
105854,603056
105855,734128
105856,930738
105857,668593
105858,635830
105859,635836
105860,635837
105861,832450
105862,635843
105863,635845
105864,701383
105865,635849
105866,635851
105867,603085
105868,635855
105869,996308
105870,1094613
105871,406486
105872,668632
105873,930777
105874,963546
105875,603099
105876,635866
105877,930781
105878,635870
105879,996319
105880,603104
105881,635874
105882,766947
105883,603106
105884,930790
105885,603113
105886,799722
105887,930797
105888,603117
105889,635885
105890,635887
105891,766962
105892,898034
105893,963576
105894,832505
105895,832504
105896,898041
105897,898044
105898,635896
105899,832513
105900,603138
105901,701443
105902,635909
105903,865285
105904,1094663
105905,603144
105906,701450
105907,832523
105908,865296
105909,832533
105910,668695
105911,898072
105912,898073
105913,701464
105914,767004
105915,767006
105916,1029157
105917,701480
105918,668712
105919,635948
105920,832557
105921,635951
105922,1127471
105923,701489
105924,734255
105925,603191
105926,767038
105927,668735
105928,734272
105929,635968
105930,734275
105931,1160263
105932,603209
105933,603210
105934,635984
105935,537681
105936,668759
105937,701535
105938,734304
105939,1029218
105940,799846
105941,832615
105942,570470
105943,668784
105944,570480
105945,701554
105946,504949
105947,570488
105948,734329
